update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
16 0 1 0 0 0 1 0 0 0 0 
16 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 14 0 1 0 1 0 0 0 0 0 
16 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
16 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
