update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
10 0 0 1 0 2 0 2 0 0 0 
10 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 14 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
10 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
