update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
43 0 1 0 0 2 0 2 0 0 0 
43 1 0 1 0 2 0 2 0 0 0 
43 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 10 0 1 0 2 0 2 0 0 0 
43 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 14 1 0 0 0 2 0 2 0 0 
43 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
43 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
