update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
23 0 1 0 0 0 2 0 2 0 0 
23 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 14 0 1 0 2 0 2 0 0 0 
23 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
23 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
