update cell_num task.0 task.1 task.2 task.3 task.4 task.5 task.6 task.7 task.8 
20 0 1 0 0 0 2 0 1 0 0 
20 1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 2 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 3 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 4 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 6 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 7 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 8 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 9 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 10 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 11 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 12 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 13 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 14 0 1 0 2 0 2 0 0 0 
20 15 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 16 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 17 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 18 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 19 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 21 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 22 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 23 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 24 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 25 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 26 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 27 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 28 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 29 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 30 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 31 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 32 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 33 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 34 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 35 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 36 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 37 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 38 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 39 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 40 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 41 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 42 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 43 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 44 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 45 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 46 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 47 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 48 -1 -1 -1 -1 -1 -1 -1 -1 -1 
20 49 -1 -1 -1 -1 -1 -1 -1 -1 -1 
