# Average merits for each deme in population
# Mon Feb 20 22:35:48 2017
#  1: update
#  2: Deme 0
#  3: Deme 1

0 96 0 
1 96 0 
2 96 0 
3 96 0 
4 96 0 
5 96 0 
6 96 0 
7 96 0 
8 96 0 
9 96 0 
10 96 0 
11 96 0 
12 96 0 
13 96 0 
14 96 0 
15 96 0 
16 96 0 
17 96 0 
18 96 0 
19 96 0 
20 96 0 
21 96 0 
22 96 0 
23 96 0 
24 96 0 
25 96 0 
26 96 0 
27 96 0 
28 96 0 
29 96 0 
30 96 0 
31 96 0 
32 96 0 
33 96 0 
34 96 0 
35 96 0 
36 96 0 
37 96 0 
38 96 0 
39 96 0 
40 96 0 
41 96 0 
42 96 0 
43 96 0 
44 96 0 
45 96 0 
46 96 0 
47 96 0 
48 96 0 
49 96 0 
50 96 0 
51 96 0 
52 96 0 
53 96 0 
54 96 0 
55 96 0 
56 96 0 
57 96 0 
58 96 0 
59 96 0 
60 96 0 
61 96 0 
62 96 0 
63 96 0 
64 96 0 
65 96 0 
66 96 0 
67 96 0 
68 96 0 
69 96 0 
70 96 0 
71 96 0 
72 96 0 
73 96 0 
74 96 0 
75 96 0 
76 96 0 
77 96 0 
78 96 0 
79 96 0 
80 96 0 
81 96 0 
82 96 0 
83 96 0 
84 96 0 
85 96 0 
86 96 0 
87 96 0 
88 96 0 
89 96 0 
90 96 0 
91 96 0 
92 96 0 
93 96 0 
94 96 0 
95 96 0 
96 96 0 
97 96 0 
98 96 0 
99 96 0 
100 96 0 
101 96 0 
102 96 0 
103 96 0 
104 96 0 
105 96 0 
106 96 0 
107 96 0 
108 96 0 
109 96 0 
110 96 0 
111 96 0 
112 96 0 
113 96 0 
114 96 0 
115 96 0 
116 96 0 
117 96 0 
118 96 0 
119 96 0 
120 96 0 
121 96 0 
122 96 0 
123 96 0 
124 96 0 
125 96 0 
126 96 0 
127 96 0 
128 96 0 
129 96 0 
130 96 96 
